Sales,Stock Remaining (%),Avg_consumption Rate (%),Price,AVC,Category,Label
88,0.12,0.97,16.72,9.12,Meat,0
70,0.3,0.99,9.16,4.34,Dessert,0
89,0.11,0.8,12.31,5.83,Pasta,0
73,0.27,0.78,12.34,4.75,Salad,0
88,0.12,1.0,45.79,14.57,Meat,0
80,0.2,0.97,27.58,13.18,Meat,0
87,0.13,0.96,19.96,10.9,Salad,0
100,0.0,0.97,20.19,9.04,Fish,0
100,0.0,0.69,14.4,6.98,Pasta,0
80,0.2,0.67,34.67,13.27,Fish,0
81,0.19,0.73,12.24,4.87,Pasta,0
78,0.22,0.9,11.47,5.05,Salad,0
100,0.0,0.86,36.95,13.19,Meat,0
71,0.29,0.74,44.04,19.82,Fish,0
100,0.0,0.67,31.31,16.77,Meat,0
96,0.04,0.68,19.77,7.36,Meat,0
93,0.07,0.71,9.94,3.23,Dessert,0
82,0.18,0.92,38.52,14.64,Meat,0
87,0.13,0.67,16.18,9.28,Pasta,0
65,0.35,0.83,29.36,17.42,Fish,0
93,0.07,0.86,15.17,5.28,Meat,0
100,0.0,0.82,34.79,14.55,Fish,0
100,0.0,0.86,38.83,11.78,Meat,0
100,0.0,0.84,17.71,9.03,Salad,0
68,0.32,0.74,18.69,10.21,Salad,0
84,0.16,0.92,5.44,3.05,Dessert,0
82,0.18,0.67,40.92,16.79,Fish,0
74,0.26,0.84,20.68,10.05,Meat,0
84,0.16,0.94,38.85,19.59,Fish,0
100,0.0,0.88,7.76,3.2,Dessert,0
94,0.06,0.92,19.25,7.4,Pasta,0
71,0.29,0.93,20.87,10.2,Fish,0
100,0.0,0.89,13.66,6.53,Salad,0
100,0.0,0.72,8.36,3.45,Dessert,0
65,0.35,0.71,15.57,4.98,Salad,0
72,0.28,0.76,19.91,8.87,Salad,0
82,0.18,0.88,33.34,17.41,Meat,0
100,0.0,0.68,18.94,10.53,Fish,0
81,0.19,0.74,19.8,10.05,Salad,0
100,0.0,0.78,46.73,26.74,Fish,0
93,0.07,0.7,9.88,4.94,Dessert,0
100,0.0,0.87,7.1,2.9,Dessert,0
100,0.0,0.95,8.62,4.53,Dessert,0
61,0.39,0.98,11.6,5.75,Pasta,0
72,0.28,0.87,12.47,4.25,Pasta,0
100,0.0,0.72,18.02,10.52,Salad,0
75,0.25,0.77,16.49,8.27,Pasta,0
100,0.0,0.66,17.64,7.25,Meat,0
87,0.13,0.86,12.77,7.57,Salad,0
84,0.16,0.8,47.22,15.03,Meat,0
93,0.07,0.68,15.11,6.64,Salad,0
95,0.05,0.79,8.58,3.38,Dessert,0
100,0.0,0.99,15.75,5.82,Fish,0
100,0.0,0.67,21.35,7.37,Meat,0
79,0.21,0.78,9.23,3.14,Dessert,0
76,0.24,0.92,17.39,5.45,Salad,0
100,0.0,0.95,45.94,16.21,Meat,0
95,0.05,0.96,43.06,16.46,Fish,0
93,0.07,0.95,14.48,8.04,Fish,0
85,0.15,0.97,15.59,8.45,Fish,0
100,0.0,0.75,7.55,2.64,Dessert,0
100,0.0,0.74,11.34,6.36,Salad,0
70,0.3,0.72,11.4,6.01,Salad,0
95,0.05,0.84,14.44,5.34,Salad,0
86,0.14,0.93,14.96,7.46,Pasta,0
87,0.13,0.89,17.88,5.55,Fish,0
87,0.13,0.98,16.24,9.17,Fish,0
80,0.2,0.67,15.07,8.56,Salad,0
100,0.0,0.73,30.32,10.21,Meat,0
88,0.12,0.72,11.89,5.9,Salad,0
69,0.31,0.96,10.17,3.05,Salad,0
94,0.06,0.97,16.43,9.3,Salad,0
100,0.0,0.72,16.87,8.88,Pasta,0
100,0.0,0.8,15.35,5.79,Pasta,0
96,0.04,0.72,21.93,9.16,Pasta,0
81,0.19,0.83,22.55,12.72,Meat,0
96,0.04,0.94,19.75,7.39,Meat,0
96,0.04,0.8,14.45,4.81,Fish,0
89,0.11,0.7,30.7,11.5,Fish,0
100,0.0,0.89,42.89,21.53,Meat,0
79,0.21,0.8,45.19,22.16,Fish,0
94,0.06,0.67,15.84,5.09,Salad,0
78,0.22,0.73,12.58,7.48,Salad,0
75,0.25,0.96,49.76,26.41,Fish,0
85,0.15,0.68,14.51,7.18,Pasta,0
93,0.07,0.73,21.87,7.66,Meat,0
95,0.05,0.96,39.32,22.18,Fish,0
100,0.0,0.95,44.18,24.27,Meat,0
78,0.22,0.87,12.43,3.75,Salad,0
84,0.16,0.94,20.98,7.62,Meat,0
68,0.32,0.68,12.77,6.22,Pasta,0
97,0.03,0.89,13.93,6.36,Pasta,0
100,0.0,0.67,34.36,11.13,Meat,0
100,0.0,0.83,28.26,11.57,Fish,0
91,0.09,0.77,5.41,2.43,Dessert,0
100,0.0,0.97,5.33,2.14,Dessert,0
100,0.0,0.79,9.46,5.28,Dessert,0
100,0.0,0.95,30.71,17.88,Meat,0
94,0.06,0.93,37.49,11.96,Fish,0
96,0.04,0.74,17.51,9.03,Salad,0
93,0.07,0.78,9.74,3.88,Dessert,0
91,0.09,0.8,9.41,4.86,Dessert,0
77,0.23,0.86,34.12,19.61,Fish,0
97,0.03,0.75,21.6,6.99,Pasta,0
73,0.27,0.68,15.03,6.33,Pasta,0
73,0.27,0.92,41.08,23.45,Fish,0
100,0.0,0.81,21.57,9.19,Meat,0
86,0.14,0.71,36.02,17.65,Meat,0
100,0.0,0.72,40.35,14.34,Fish,0
98,0.02,0.91,12.21,6.1,Salad,0
100,0.0,0.83,21.38,10.72,Pasta,0
100,0.0,0.66,15.36,4.84,Salad,0
82,0.18,0.73,15.11,8.82,Salad,0
89,0.11,0.88,46.73,21.29,Fish,0
75,0.25,0.95,41.27,14.88,Meat,0
100,0.0,0.91,7.07,2.23,Dessert,0
81,0.19,0.68,41.93,17.57,Fish,0
100,0.0,0.9,20.25,9.42,Pasta,0
64,0.36,0.67,8.33,4.35,Dessert,0
96,0.04,0.79,17.31,10.04,Salad,0
88,0.12,0.8,19.24,10.06,Salad,0
76,0.24,0.93,15.44,7.69,Fish,0
78,0.22,0.96,34.21,18.25,Fish,0
100,0.0,0.83,18.76,8.37,Fish,0
100,0.0,0.69,8.73,4.29,Dessert,0
87,0.13,0.72,22.97,13.23,Pasta,0
99,0.01,0.91,10.31,4.59,Salad,0
100,0.0,0.81,5.45,1.7,Dessert,0
77,0.23,0.74,10.59,6.24,Salad,0
78,0.22,0.84,11.19,4.05,Salad,0
93,0.07,0.67,21.4,10.58,Pasta,0
74,0.26,0.75,23.91,11.24,Pasta,0
100,0.0,0.74,10.88,6.28,Pasta,0
95,0.05,0.98,21.78,10.76,Meat,0
85,0.15,0.87,9.1,4.65,Dessert,0
100,0.0,0.79,14.67,7.2,Pasta,0
100,0.0,0.84,36.6,13.43,Fish,0
100,0.0,0.65,17.75,6.87,Fish,0
71,0.29,0.78,12.64,4.51,Fish,0
89,0.11,0.98,13.48,5.59,Salad,0
80,0.2,0.89,40.73,17.94,Fish,0
100,0.0,0.95,5.03,1.96,Dessert,0
91,0.09,0.99,42.86,18.75,Meat,0
98,0.02,0.79,12.63,4.56,Pasta,0
89,0.11,0.87,19.47,8.96,Salad,0
88,0.12,0.82,38.03,12.6,Meat,0
75,0.25,0.95,14.88,8.9,Pasta,0
77,0.23,0.73,47.45,18.87,Fish,0
100,0.0,0.88,24.66,12.77,Meat,0
98,0.02,0.81,49.35,26.01,Meat,0
100,0.0,0.72,48.87,28.91,Fish,0
81,0.19,0.76,33.03,13.13,Meat,0
81,0.19,0.78,12.55,6.71,Pasta,0
60,0.4,0.81,17.72,5.78,Fish,0
69,0.31,0.66,18.7,10.28,Pasta,0
84,0.16,0.76,41.16,16.22,Fish,0
100,0.0,0.91,22.18,10.25,Pasta,0
91,0.09,0.86,9.38,3.58,Dessert,0
89,0.11,0.74,25.2,8.1,Meat,0
66,0.34,0.86,19.11,11.28,Salad,0
89,0.11,0.68,12.26,4.58,Pasta,0
98,0.02,0.94,44.59,23.05,Fish,0
80,0.2,0.87,6.13,2.26,Dessert,0
76,0.24,0.74,28.66,12.46,Fish,0
86,0.14,0.75,24.12,12.39,Pasta,0
90,0.1,0.71,19.44,5.98,Salad,0
71,0.29,0.98,22.11,10.18,Pasta,0
67,0.33,0.86,33.24,12.08,Fish,0
100,0.0,0.71,19.63,6.63,Salad,0
86,0.14,0.93,44.16,23.11,Fish,0
86,0.14,0.69,21.5,11.95,Fish,0
94,0.06,0.86,17.48,8.17,Salad,0
88,0.12,0.75,17.35,5.26,Meat,0
94,0.06,0.8,12.78,5.37,Salad,0
100,0.0,0.81,38.83,15.83,Fish,0
96,0.04,0.74,36.69,18.85,Fish,0
87,0.13,0.87,9.78,3.1,Dessert,0
100,0.0,0.95,28.73,11.15,Fish,0
89,0.11,0.76,23.39,13.35,Meat,0
100,0.0,0.77,5.94,2.33,Dessert,0
92,0.08,0.99,30.1,10.11,Meat,0
89,0.11,0.99,7.71,2.93,Dessert,0
85,0.15,0.94,12.31,5.26,Salad,0
78,0.22,0.97,8.37,3.07,Dessert,0
100,0.0,0.66,42.18,20.64,Meat,0
66,0.34,0.87,15.29,7.14,Meat,0
95,0.05,0.93,40.05,19.07,Fish,0
77,0.23,0.79,16.84,8.12,Fish,0
100,0.0,0.75,5.63,1.85,Dessert,0
90,0.1,0.96,26.15,10.84,Meat,0
80,0.2,0.81,22.19,9.78,Pasta,0
91,0.09,0.7,25.85,13.91,Fish,0
78,0.22,0.98,22.06,8.82,Meat,0
100,0.0,0.65,24.57,8.42,Meat,0
100,0.0,0.93,21.92,10.86,Pasta,0
97,0.03,0.97,23.87,11.03,Meat,0
84,0.16,0.99,15.5,6.68,Salad,0
100,0.0,0.87,8.55,4.36,Dessert,0
78,0.22,0.95,37.33,20.31,Meat,0
100,0.0,0.94,15.89,6.66,Salad,0
80,0.2,0.9,9.53,5.4,Dessert,0
97,0.03,0.96,17.3,5.32,Salad,0
64,0.36,0.92,8.18,3.55,Dessert,0
82,0.18,0.78,49.05,20.72,Meat,0
88,0.12,0.7,26.58,14.73,Meat,0
86,0.14,0.98,21.98,12.06,Pasta,0
93,0.07,0.8,16.2,8.73,Pasta,0
100,0.0,0.76,19.81,7.05,Meat,0
100,0.0,0.96,9.67,4.28,Dessert,0
100,0.0,0.9,6.75,2.68,Dessert,0
91,0.09,0.69,8.87,3.36,Dessert,0
74,0.26,0.75,41.63,18.51,Fish,0
94,0.06,0.67,17.6,7.43,Salad,0
100,0.0,0.92,32.9,14.64,Fish,0
73,0.27,0.83,17.97,7.68,Fish,0
86,0.14,0.87,15.75,4.91,Fish,0
100,0.0,0.9,7.75,3.3,Dessert,0
79,0.21,0.76,41.43,17.91,Meat,0
82,0.18,0.73,15.26,5.48,Salad,0
100,0.0,0.97,47.14,21.42,Meat,0
100,0.0,0.73,6.34,2.66,Dessert,0
99,0.01,0.87,39.63,16.37,Fish,0
89,0.11,0.94,18.77,9.79,Salad,0
91,0.09,0.99,17.6,7.39,Salad,0
78,0.22,0.7,18.6,7.72,Salad,0
76,0.24,0.66,19.75,6.71,Salad,0
87,0.13,0.92,6.16,3.16,Dessert,0
100,0.0,0.95,10.8,4.04,Salad,0
90,0.1,0.83,19.07,9.34,Meat,0
84,0.16,0.79,34.31,10.55,Meat,0
91,0.09,0.95,20.44,10.67,Pasta,0
100,0.0,0.88,30.89,11.07,Meat,0
84,0.16,0.78,11.43,3.47,Salad,0
79,0.21,0.78,22.77,11.38,Fish,0
92,0.08,0.9,15.11,7.15,Salad,0
80,0.2,0.76,24.34,9.04,Pasta,0
97,0.03,0.72,10.49,4.96,Pasta,0
94,0.06,0.72,13.26,4.21,Salad,0
100,0.0,0.91,8.11,2.76,Dessert,0
79,0.21,0.74,14.42,6.27,Salad,0
97,0.03,0.72,18.49,9.28,Salad,0
89,0.11,1.0,17.17,9.63,Pasta,0
76,0.24,0.99,9.35,5.05,Dessert,0
85,0.15,0.85,12.48,6.9,Salad,0
100,0.0,0.71,17.26,7.31,Fish,0
100,0.0,0.97,8.02,4.78,Dessert,0
78,0.22,0.79,10.39,6.16,Pasta,0
77,0.23,0.76,15.3,7.08,Salad,0
100,0.0,0.71,38.91,22.05,Fish,0
87,0.13,0.75,6.44,2.56,Dessert,0
81,0.19,0.76,35.53,20.91,Fish,0
100,0.0,0.79,8.71,3.07,Dessert,0
64,0.36,0.66,8.79,4.38,Dessert,0
100,0.0,0.96,20.77,6.48,Pasta,0
100,0.0,0.78,9.88,5.18,Dessert,0
96,0.04,0.88,17.17,8.91,Meat,0
100,0.0,0.85,22.33,6.84,Pasta,0
78,0.22,0.68,14.87,4.97,Salad,0
89,0.11,0.8,24.17,13.8,Pasta,0
85,0.15,0.96,25.14,12.78,Meat,0
88,0.12,0.97,28.15,12.36,Fish,0
86,0.14,0.79,27.49,16.44,Fish,0
87,0.13,0.95,10.85,6.35,Pasta,0
100,0.0,0.9,6.57,3.59,Dessert,0
53,0.47,0.81,8.02,3.82,Dessert,0
94,0.06,0.94,16.41,9.61,Salad,0
88,0.12,0.67,24.31,9.3,Pasta,0
83,0.17,0.86,28.17,14.95,Meat,0
67,0.33,0.78,31.82,17.89,Meat,0
89,0.11,0.81,41.38,23.82,Fish,0
92,0.08,0.66,18.51,8.86,Pasta,0
100,0.0,0.71,35.59,15.06,Meat,0
88,0.12,0.8,18.25,8.7,Pasta,0
94,0.06,0.96,19.59,7.6,Salad,0
85,0.15,0.74,16.41,7.91,Pasta,0
72,0.28,0.81,14.72,6.19,Salad,0
100,0.0,0.82,34.12,12.0,Fish,0
100,0.0,0.81,13.96,4.79,Fish,0
78,0.22,0.89,9.8,5.15,Dessert,0
100,0.0,0.84,17.75,9.01,Salad,0
100,0.0,0.99,37.95,12.61,Meat,0
100,0.0,0.89,7.02,3.37,Dessert,0
100,0.0,0.95,33.15,11.69,Meat,0
86,0.14,0.8,23.97,7.82,Pasta,0
67,0.33,0.69,28.1,14.91,Fish,0
86,0.14,0.68,17.04,6.58,Pasta,0
100,0.0,0.68,39.75,16.54,Fish,0
96,0.04,0.96,9.94,5.55,Dessert,0
93,0.07,0.89,9.22,5.45,Dessert,0
100,0.0,0.8,12.43,4.07,Salad,0
63,0.37,0.96,25.43,9.64,Fish,0
100,0.0,0.97,6.34,3.43,Dessert,0
98,0.02,0.69,5.36,1.71,Dessert,0
100,0.0,0.7,49.88,24.78,Fish,0
94,0.06,0.68,5.84,2.28,Dessert,0
81,0.19,0.92,13.14,4.62,Salad,0
100,0.0,0.99,45.84,26.95,Fish,0
91,0.09,0.92,42.02,21.39,Fish,0
90,0.1,0.8,10.14,5.64,Pasta,0
98,0.02,0.67,17.72,9.4,Fish,0
86,0.14,0.66,7.08,2.98,Dessert,0
100,0.0,0.85,24.48,9.48,Pasta,0
98,0.02,0.88,6.01,3.56,Dessert,0
100,0.0,0.85,31.37,14.36,Meat,0
100,0.0,0.95,39.8,12.32,Meat,0
88,0.12,0.88,14.69,5.34,Fish,0
94,0.06,0.89,8.16,2.84,Dessert,0
88,0.12,0.7,36.37,14.49,Fish,0
92,0.08,0.71,47.86,27.62,Meat,0
96,0.04,0.76,15.71,7.79,Pasta,0
62,0.38,0.98,49.61,25.75,Fish,0
71,0.29,0.78,15.82,6.1,Pasta,0
91,0.09,0.78,7.17,3.3,Dessert,0
83,0.17,0.93,16.84,6.49,Salad,0
85,0.15,0.68,13.62,5.75,Pasta,0
96,0.04,0.66,5.49,2.65,Dessert,0
86,0.14,0.94,6.19,2.63,Dessert,0
81,0.19,0.96,22.94,12.26,Pasta,0
73,0.27,0.92,46.22,17.86,Meat,0
89,0.11,0.98,46.99,25.03,Fish,0
85,0.15,0.99,19.08,7.52,Salad,0
100,0.0,0.89,34.32,15.98,Fish,0
100,0.0,0.81,11.65,4.93,Pasta,0
75,0.25,1.0,8.45,4.42,Dessert,0
96,0.04,0.75,12.53,4.76,Salad,0
82,0.18,0.74,35.85,16.93,Fish,0
100,0.0,0.91,21.49,11.64,Pasta,0
83,0.17,0.7,11.65,6.85,Pasta,0
100,0.0,0.86,14.55,7.27,Pasta,0
70,0.3,0.69,24.1,13.0,Pasta,0
91,0.09,0.97,13.45,7.48,Salad,0
91,0.09,0.75,48.51,26.46,Fish,0
100,0.0,0.91,47.73,20.48,Meat,0
100,0.0,0.86,7.23,3.33,Dessert,0
57,0.43,0.96,9.32,5.09,Dessert,0
93,0.07,1.0,43.5,19.66,Meat,0
75,0.25,0.79,14.64,8.66,Salad,0
59,0.41,0.92,43.94,22.65,Meat,0
85,0.15,0.79,42.7,18.57,Fish,0
97,0.03,0.91,20.67,11.48,Meat,0
89,0.11,0.9,16.12,8.23,Salad,0
100,0.0,0.73,9.03,4.85,Dessert,0
86,0.14,0.89,16.89,9.81,Pasta,0
93,0.07,0.96,8.35,3.63,Dessert,0
81,0.19,0.93,46.47,21.54,Fish,0
100,0.0,0.72,44.97,20.71,Meat,0
78,0.22,0.95,17.55,9.02,Meat,0
91,0.09,0.73,7.22,4.14,Dessert,0
100,0.0,0.85,5.72,2.28,Dessert,0
83,0.17,0.7,12.15,5.61,Pasta,0
64,0.36,0.95,42.69,13.97,Fish,0
100,0.0,0.89,35.82,15.8,Meat,0
100,0.0,0.82,19.31,6.25,Pasta,0
100,0.0,0.72,17.75,9.73,Pasta,0
100,0.0,0.71,16.73,7.31,Pasta,0
67,0.33,0.83,11.1,4.98,Salad,0
85,0.15,0.7,15.81,6.87,Pasta,0
82,0.18,0.67,19.54,8.89,Fish,0
93,0.07,0.65,15.18,8.93,Pasta,0
56,0.44,0.78,12.59,5.95,Fish,0
100,0.0,0.79,17.13,9.33,Pasta,0
67,0.33,0.86,32.41,17.2,Meat,0
83,0.17,0.78,12.27,5.08,Fish,0
100,0.0,0.76,7.53,3.83,Dessert,0
65,0.35,0.68,18.31,9.55,Meat,0
96,0.04,0.93,19.52,10.08,Pasta,0
77,0.23,0.93,22.67,12.8,Pasta,0
78,0.22,0.81,14.35,5.37,Salad,0
86,0.14,0.95,5.62,1.71,Dessert,0
99,0.01,0.9,10.85,5.05,Salad,0
94,0.06,0.98,28.81,13.15,Meat,0
74,0.26,0.91,7.23,3.9,Dessert,0
78,0.22,0.68,17.22,7.34,Meat,0
88,0.12,0.65,19.26,9.8,Salad,0
100,0.0,0.76,14.82,6.02,Salad,0
94,0.06,0.81,19.98,6.62,Salad,0
100,0.0,0.82,8.34,4.03,Dessert,0
80,0.2,0.76,8.28,3.73,Dessert,0
99,0.01,0.8,16.9,6.56,Pasta,0
100,0.0,0.78,6.21,3.23,Dessert,0
100,0.0,0.92,12.18,4.35,Salad,0
77,0.23,0.68,17.12,10.23,Salad,0
100,0.0,0.93,6.25,2.58,Dessert,0
84,0.16,0.94,20.08,7.49,Pasta,0
100,0.0,0.89,17.05,6.79,Salad,0
100,0.0,0.96,8.61,4.47,Dessert,0
100,0.0,0.9,19.11,6.61,Pasta,0
90,0.1,0.7,24.91,10.21,Fish,0
73,0.27,0.66,13.22,7.17,Pasta,0
92,0.08,0.85,18.81,10.48,Meat,0
77,0.23,0.98,31.46,9.47,Fish,0
88,0.12,0.67,7.09,3.65,Dessert,0
100,0.0,0.93,35.2,19.17,Fish,0
61,0.39,0.83,14.35,5.54,Salad,0
88,0.12,0.74,12.55,6.99,Pasta,0
96,0.04,0.8,5.62,2.99,Dessert,0
100,0.0,0.92,13.59,6.43,Salad,0
92,0.08,0.86,14.52,6.6,Pasta,0
90,0.1,0.72,25.45,10.73,Meat,0
100,0.0,0.96,10.16,5.0,Pasta,0
99,0.01,0.67,25.09,8.49,Fish,0
87,0.13,0.65,19.01,5.92,Salad,0
97,0.03,0.84,9.24,4.15,Dessert,0
81,0.19,0.99,48.81,19.85,Fish,0
90,0.1,0.86,25.39,13.6,Fish,0
85,0.15,0.86,7.61,3.21,Dessert,0
94,0.06,0.88,6.14,2.51,Dessert,0
96,0.04,0.71,13.66,4.73,Salad,0
70,0.3,0.95,33.87,15.7,Meat,0
83,0.17,0.83,19.73,6.53,Salad,0
100,0.0,0.94,21.21,10.68,Fish,0
100,0.0,0.9,12.73,5.98,Salad,0
82,0.18,0.95,5.26,2.62,Dessert,0
66,0.34,0.82,15.59,8.4,Salad,0
100,0.0,0.77,25.23,9.44,Meat,0
88,0.12,0.86,15.67,5.11,Salad,0
100,0.0,0.94,21.61,8.23,Pasta,0
91,0.09,0.84,9.45,3.25,Dessert,0
100,0.0,0.94,13.86,7.38,Salad,0
94,0.06,0.65,28.3,13.35,Meat,0
100,0.0,0.85,10.22,3.32,Salad,0
68,0.32,0.9,23.92,10.12,Pasta,0
79,0.21,0.69,15.45,6.03,Salad,0
100,0.0,0.9,48.17,17.96,Fish,0
82,0.18,0.91,20.57,11.14,Pasta,0
96,0.04,0.91,15.35,6.02,Salad,0
63,0.37,0.95,24.11,8.14,Pasta,0
100,0.0,0.68,46.77,27.14,Fish,0
87,0.13,0.91,8.49,4.88,Dessert,0
76,0.24,0.9,26.52,11.06,Meat,0
72,0.28,0.78,43.87,24.09,Meat,0
99,0.01,0.81,24.89,13.5,Pasta,0
100,0.0,0.96,41.34,13.71,Meat,0
84,0.16,0.69,6.32,2.15,Dessert,0
98,0.02,0.85,19.65,11.76,Salad,0
83,0.17,0.96,8.25,4.16,Dessert,0
85,0.15,0.81,17.01,5.26,Salad,0
60,0.4,0.94,15.36,7.31,Pasta,0
100,0.0,0.98,45.39,17.81,Meat,0
90,0.1,0.92,13.24,5.17,Salad,0
100,0.0,0.8,21.93,9.74,Meat,0
81,0.19,0.7,34.62,18.65,Meat,0
72,0.28,0.92,16.73,5.36,Salad,0
100,0.0,0.96,8.06,3.77,Dessert,0
85,0.15,0.88,20.02,9.73,Meat,0
72,0.28,0.77,16.37,5.68,Salad,0
92,0.08,0.76,20.32,12.01,Pasta,0
84,0.16,0.82,25.33,14.4,Meat,0
100,0.0,0.7,21.26,9.42,Pasta,0
81,0.19,0.9,38.38,13.71,Fish,0
87,0.13,0.92,8.83,5.21,Dessert,0
100,0.0,0.77,25.22,14.77,Fish,0
90,0.1,0.93,25.9,8.16,Fish,0
100,0.0,0.88,47.61,15.48,Meat,0
100,0.0,0.74,33.73,17.76,Meat,0
100,0.0,0.95,39.71,12.04,Meat,0
83,0.17,0.7,18.24,5.51,Salad,0
61,0.39,0.8,21.72,11.44,Pasta,0
95,0.05,0.86,25.8,12.56,Meat,0
84,0.16,0.92,16.51,5.58,Salad,0
62,0.38,0.67,15.43,6.21,Salad,0
100,0.0,0.76,11.5,3.87,Salad,0
81,0.19,0.78,23.15,6.95,Pasta,0
95,0.05,0.83,32.92,19.7,Fish,0
100,0.0,0.76,16.08,6.84,Salad,0
91,0.09,0.99,20.19,11.57,Fish,0
75,0.25,0.74,11.14,3.65,Pasta,0
85,0.15,0.99,19.1,9.37,Pasta,0
64,0.36,0.87,12.8,7.12,Salad,0
100,0.0,0.97,9.39,4.33,Dessert,0
93,0.07,0.94,19.54,10.0,Fish,0
93,0.07,0.92,19.36,5.95,Pasta,0
100,0.0,0.73,5.28,2.74,Dessert,0
100,0.0,0.76,34.42,10.75,Fish,0
88,0.12,0.95,27.62,9.79,Meat,0
94,0.06,0.93,16.2,8.92,Meat,0
87,0.13,0.93,6.79,2.26,Dessert,0
89,0.11,0.73,16.73,8.6,Fish,0
100,0.0,0.71,13.13,6.38,Pasta,0
79,0.21,0.86,28.48,10.28,Meat,0
96,0.04,0.81,20.07,11.81,Pasta,0
100,0.0,0.81,13.22,5.51,Salad,0
100,0.0,0.89,18.73,7.16,Meat,0
75,0.25,0.76,11.72,3.87,Salad,0
61,0.39,0.73,15.15,7.6,Salad,0
80,0.2,0.95,32.89,13.16,Fish,0
95,0.05,0.76,6.5,3.6,Dessert,0
78,0.22,0.67,11.62,3.61,Salad,0
92,0.08,0.65,15.98,5.1,Pasta,0
62,0.38,0.9,11.94,5.18,Salad,0
92,0.08,0.97,19.18,10.54,Salad,0
86,0.14,0.69,9.28,4.46,Dessert,0
100,0.0,0.99,47.41,18.19,Meat,0
67,0.33,0.82,23.46,11.97,Fish,0
79,0.21,0.9,7.46,4.17,Dessert,0
87,0.13,0.91,35.42,17.43,Meat,0
100,0.0,0.89,47.46,23.31,Fish,0
100,0.0,0.68,20.64,7.93,Meat,0
95,0.05,0.69,18.09,9.44,Meat,0
84,0.16,0.77,6.83,2.13,Dessert,0
100,0.0,0.98,12.85,7.29,Fish,0
86,0.14,0.81,23.28,11.28,Meat,0
95,0.05,0.67,16.05,5.4,Fish,0
90,0.1,0.72,9.45,3.72,Dessert,0
100,0.0,0.88,22.15,7.48,Meat,0
84,0.16,0.97,17.95,7.43,Pasta,0
100,0.0,0.7,17.09,7.0,Salad,0
76,0.24,0.86,14.59,4.86,Salad,0
97,0.03,0.75,28.4,9.55,Fish,0
92,0.08,0.99,42.75,19.05,Meat,0
100,0.0,0.99,27.18,11.57,Meat,0
100,0.0,0.83,14.63,4.55,Pasta,0
81,0.19,0.87,19.73,5.97,Salad,0
95,0.05,0.86,15.28,9.01,Fish,0
86,0.14,0.83,8.26,2.57,Dessert,0
100,0.0,0.67,20.01,7.4,Meat,0
92,0.08,0.71,37.05,19.0,Fish,0
100,0.0,0.8,11.85,6.1,Salad,0
84,0.16,0.82,19.11,8.26,Meat,0
83,0.17,0.94,24.31,12.05,Pasta,0
63,0.37,0.72,18.19,10.17,Pasta,0
82,0.18,0.84,15.14,5.04,Pasta,0
78,0.22,0.81,6.98,2.78,Dessert,0
84,0.16,0.78,16.87,10.04,Salad,0
78,0.22,0.7,22.45,7.7,Meat,0
75,0.25,0.72,39.41,19.37,Meat,0
89,0.11,0.75,13.65,7.8,Salad,0
91,0.09,0.86,16.84,6.53,Salad,0
84,0.16,0.89,21.6,11.18,Pasta,0
73,0.27,0.94,19.21,8.41,Salad,0
60,0.4,0.78,9.75,4.75,Dessert,0
92,0.08,0.71,7.0,3.77,Dessert,0
88,0.12,0.81,12.94,6.91,Salad,0
95,0.05,0.78,15.18,5.15,Pasta,0
84,0.16,0.82,40.26,12.53,Meat,0
100,0.0,0.74,12.76,7.17,Pasta,0
87,0.13,0.7,10.75,6.35,Pasta,0
97,0.03,0.98,6.11,3.33,Dessert,0
85,0.15,0.83,30.57,16.86,Fish,0
82,0.18,0.99,7.58,3.99,Dessert,0
95,0.05,0.75,16.94,5.61,Pasta,0
100,0.0,0.81,9.31,4.23,Dessert,0
79,0.21,0.65,5.79,2.21,Dessert,0
70,0.3,0.88,8.74,3.81,Dessert,0
82,0.18,0.84,13.16,4.73,Fish,0
95,0.05,0.95,22.9,12.02,Fish,0
76,0.24,0.97,17.16,8.95,Fish,0
94,0.06,0.86,23.18,7.17,Meat,0
79,0.21,0.67,20.15,9.64,Meat,0
76,0.24,0.77,8.78,3.88,Dessert,0
81,0.19,0.88,16.72,6.51,Salad,0
100,0.0,0.96,47.86,19.84,Fish,0
100,0.0,0.72,8.21,4.91,Dessert,0
91,0.09,0.69,7.03,2.54,Dessert,0
88,0.12,0.97,10.73,3.68,Salad,0
82,0.18,0.94,12.08,4.03,Pasta,0
71,0.29,0.75,15.17,5.62,Fish,0
100,0.0,0.88,28.44,15.48,Meat,0
92,0.08,0.95,22.22,11.46,Fish,0
67,0.33,0.76,20.14,10.02,Fish,0
83,0.17,0.99,18.56,9.48,Meat,0
93,0.07,0.82,18.74,8.64,Salad,0
93,0.07,0.81,17.4,10.32,Salad,0
84,0.16,0.77,17.27,7.89,Salad,0
100,0.0,0.96,26.43,8.79,Meat,0
95,0.05,0.99,37.56,12.06,Meat,0
100,0.0,0.79,10.58,4.38,Pasta,0
100,0.0,0.67,27.67,13.35,Meat,0
100,0.0,0.78,23.83,10.68,Meat,0
90,0.1,0.78,18.28,6.35,Pasta,0
87,0.13,0.82,12.89,4.93,Pasta,0
90,0.1,0.73,11.99,5.86,Salad,0
